what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1583779777448
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1583779778507
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779779355
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779781245
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779782286
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779868061
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779874073
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779882025
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779882570
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779890260
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779891493
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779892842
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779911299
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779979860
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779980984
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779981743
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1583779982194
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779984494
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779984870
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779986364
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779986405
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779988156
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779989659
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779997021
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583779998465
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780000030
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780046665
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780047035
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780052879
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780053985
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780056885
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780059175
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780064859
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780065641
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780067212
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780068016
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780068860
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780077521
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780078757
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780086332
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780089400
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780092941
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780094222
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780095347
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780149174
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780151839
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780153106
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780155454
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780156851
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780161230
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780165958
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780167211
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780168478
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780171339
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780174829
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780178235
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780181057
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780184988
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780232508
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780233876
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780236678
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780237629
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780239288
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780246135
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780247366
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780250116
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780251982
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780252902
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583780264439
opened,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1583780275121
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1583780275596
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1583780277407
