what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399036032
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399037299
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399039744
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399040781
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399043566
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399044895
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399046597
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399047612
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399053036
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399054443
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399059466
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399060407
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1585399063224
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399063427
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399121798
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399158380
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399165877
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399169202
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399174970
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1585399232977
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399233590
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399244451
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399249165
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399250941
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1585399252613
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399252874
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399270478
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1585399286091
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1585399287245
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399311027
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399313872
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399323785
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399324619
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1585399325393
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399333675
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399334464
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399342042
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399342897
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1585399346356
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399347752
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399353690
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1585399375140
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1585399383062
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1585399384763
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.buildAll",1585399402002
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399402345
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399405160
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1585399406979
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399430293
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399433769
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399435913
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399863283
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1585399871970
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.buildAll",1585399874342
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399874687
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399876900
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1585399877526
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399878587
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399882497
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1585399889810
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1585399891295
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399894643
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399902228
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399903761
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399905606
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1585399931876
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399935017
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399935261
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399947394
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399969891
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1585399992109
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1585399992428
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1585399992821
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1585399995297
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399997695
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399998009
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585399999190
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585400400133
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585400416030
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1585400448622
